,content,NER,label
4114,"Motorola Moto X Style nằm ở giữa với pin lớn hơn Realme 6 Pro , nhưng màn hình IPS 60 Hz và khía cạnh này kém hơn .","[1, 2, 2, 2, 0, 0, 0, 0, 5, 7, 8, 3, 4, 4, 0, 0, 5, 6, 0, 0, 0, 0, 5, 6, 6, 7, 8, 0]",7
2269,Vẫn khẳng định top đầu về viên pin,"[0, 0, 0, 7, 8, 0, 5, 6]",3
3094,"Ngoài ra , còn một yếu tố nữa chính là việc chiếc Motorola A1800 là kết quả nhỏ nhất , đồng nghĩa với việc diện tích tản nhiệt cũng thấp hơn ; ít nhiều ảnh hưởng đến hiệu năng thuần của con chip .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 6, 7, 8, 0, 0, 0, 0, 0, 5, 6, 6, 6, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
1389,"Mặc dù vậy , độ sáng tối đa 1750 nits không còn như xưa nữa .","[0, 0, 0, 0, 5, 6, 6, 6, 6, 6, 7, 8, 8, 8, 0, 0]",1
3188,"Ngoài ra , còn một yếu tố nữa chính là việc chiếc Lenovo A390 là hình ảnh hiển thị trên màn hình nhỏ nhất , đồng nghĩa với việc diện tích tản nhiệt cũng thấp hơn ; ít nhiều ảnh hưởng đến hiệu năng thuần của con chip .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 6, 6, 6, 6, 6, 6, 7, 8, 0, 0, 0, 0, 0, 5, 6, 6, 6, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
3478,"HTC 7 Surround không còn là duy trì được hiệu năng mạnh mẽ nhất trong thế giới smartphone nữa , tuy nhiên vẫn vô cùng khoẻ để thực hiện tất cả các tác vụ mượt mà .","[1, 2, 2, 7, 8, 8, 5, 6, 6, 6, 6, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
3433,Gionee F103 Pro cũng có làm mới động lớn nhất trong Galaxy S20 Series vừa ra mắt .,"[1, 2, 2, 0, 0, 5, 6, 6, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0]",5
4191,Đáng tiếc duy nhất là máy không có thiết kế camera nằm trong màn hình mà là thiết kế U-Infinity – đây là điều khiến HTC Merge có giao diện phần mềm trông hơi “ giá rẻ ” so với các điện thoại khác trong phân khúc như Samsung Rex 70 S3802 chẳng hạn .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 6, 6, 6, 7, 8, 8, 8, 8, 8, 0, 0, 3, 4, 4, 4, 4, 4, 4, 0, 3, 4, 4, 4, 0, 0, 0]",7
2309,alcatel OT-606 One Touch CHAT từ trước đến nay đều được nhiều người dùng ca ngợi là có khả năng chụp ảnh thiếu sáng tốt và ổn định nhất nhì trong thế giới smartphone .,"[1, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 6, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0]",3
3222,"Ngoài ra , còn một yếu tố nữa chính là việc chiếc alcatel OT-206 là trọng lượng nhỏ nhất , đồng nghĩa với việc diện tích tản nhiệt cũng thấp hơn ; ít nhiều ảnh hưởng đến hiệu năng thuần của con chip .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 6, 7, 8, 0, 0, 0, 0, 0, 5, 6, 6, 6, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
2590,"Như bạn có thể thấy trong bài so sánh , iPhone 12 Pro và Galaxy Note 20 Ultra đồng hạng nhất , trong khi Lenovo ZUK Edge đứng vị trí cuối cùng về khoản hình ảnh .","[0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 1, 2, 2, 0, 3, 4, 4, 4, 7, 8, 8, 0, 0, 0, 1, 2, 2, 7, 8, 8, 8, 8, 0, 0, 5, 6, 0]",4
1632,"So với iPhone 13 , thì rất khó để nhận ra sự khác biệt giữa LeEco Le S3 qua vẻ bề ngoài , thậm chí ngay cả cảm biến cũng không có quá nhiều sự khác biệt .","[0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 8, 0, 1, 2, 2, 0, 5, 6, 6, 0, 0, 0, 0, 0, 5, 6, 0, 7, 8, 8, 8, 8, 8, 8, 0]",2
4275,Motorola WX295 có cụm 4 camera chữ nhật ở mặt sau nhỉnh hơn đôi chút cho với Philips 399 và hơn hẳn so với 11 Pro Max ra mắt vào năm ngoái .,"[1, 2, 0, 5, 6, 6, 6, 6, 6, 6, 6, 7, 8, 8, 8, 0, 0, 3, 4, 0, 7, 8, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0]",8
3174,Xiaomi Redmi 4 (China) cũng có tổng thể kích thước lớn nhất trong Galaxy S20 Series vừa ra mắt .,"[1, 2, 2, 2, 0, 0, 5, 6, 6, 6, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0]",5
2976,"Nokia 2680 slide có camera goc siêu rộng nhỏ nhất , từ đó có thể dự đoán được chất lượng ảnh chụp camera tele của iPhone 14 Pro Max .","[1, 2, 2, 0, 5, 6, 6, 6, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
4280,màn hình trên iphone 12 mini đã được giảm bớt khi so với Nokia 150 .,"[5, 6, 0, 1, 2, 2, 0, 0, 7, 8, 0, 0, 0, 3, 4, 0]",8
467,"Tuy nhiên , nếu bạn thích camera tốt , màn hình , bộ nhớ nhiều hơn thì có thể chọn Galaxy A13 .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 7, 8, 0, 0, 0, 0, 3, 4, 0]",6
4589,Trong khi Allview Soul X6 Mini cụm camera ấn tượng sáng hơn .,"[0, 0, 1, 2, 2, 2, 5, 6, 6, 6, 7, 8, 0]",8
903,Galaxy A11 chạy hệ điều hành Android 10 với tùy chỉnh One UI 2.1 . Đây là hệ điều hành mới nhất của năm nay .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 7, 8, 8, 8, 8, 0]",3
4570,"Đối với trong điều kiện ánh sáng tốt , NIU GO 21 có xu hướng khía cạnh này tối hơn .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 5, 6, 6, 7, 8, 0]",8
71,"Tuy nhiên , trọng lượng iPhone 11 Pro sẽ nặng hơn Xs và iPhone 11 Pro Max sẽ có trọng lượng nặng nhất .","[0, 0, 0, 5, 6, 1, 2, 2, 0, 7, 8, 3, 0, 1, 2, 2, 2, 0, 0, 5, 6, 7, 8, 0]",3
3217,"Micromax A88 không còn là bút cảm ứng s pen mạnh mẽ nhất trong thế giới smartphone nữa , tuy nhiên vẫn vô cùng khoẻ để thực hiện tất cả các tác vụ mượt mà .","[1, 2, 7, 8, 8, 5, 6, 6, 6, 6, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
1898,vào ban đêm Samsung F400 và Siemens A40 đều được sử dụng chip Snapdragon 8 Gen 2 mới nhất của Qualcomm với các lõi được ép xung .,"[5, 6, 6, 1, 2, 0, 3, 4, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0]",2
3995,Còn BenQ-Siemens EF51 sở hữu kính gorilla ở cả hai mặt giọt nước kém hiện đại hơn .,"[0, 1, 2, 0, 0, 5, 6, 6, 6, 6, 6, 0, 0, 7, 8, 8, 8, 0]",7
1207,vivo X9 cũng không có tỷ lệ màn hình trên thân máy như Panasonic A500 .,"[1, 2, 0, 7, 8, 5, 6, 6, 6, 6, 6, 6, 8, 3, 4, 0]",1
2077,Ngược lại nói về ram 6gb thì bạn không cần so sánh nhiều vì 7.000 mAh là không ai vượt nổi rồi .,"[0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 0, 0]",3
1590,"chất lượng cũng có sự thay đổi đáng kể , đối với Panasonic SA7 lên đến 6GB .","[5, 6, 0, 0, 7, 8, 8, 8, 8, 0, 0, 0, 1, 2, 0, 0, 0, 0]",1
2844,HP Slate8 Pro đang là một trong những smartphone đắt nhất của Samsung .,"[1, 2, 2, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 0]",4
2205,"Do đó , không quá ngạc nhiên khi nhiều trang đánh giá uy tín của nước ngoài đều chọn đây là Allview X4 Soul Mini có mức fps trung bình đẹp nhất hiện nay .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 5, 6, 6, 6, 7, 8, 8, 8, 0]",3
2980,"Như bạn có thể thấy trong bài so sánh , iPhone 12 Pro và Galaxy Note 20 Ultra đồng hạng nhất , trong khi Sony Ericsson M608 đứng vị trí cuối cùng về khoản dung lượng bộ nhớ 128gb .","[0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 1, 2, 2, 0, 3, 4, 4, 4, 7, 8, 8, 0, 0, 0, 1, 2, 2, 7, 8, 8, 8, 8, 0, 0, 5, 6, 6, 6, 6, 0]",4
658,"Màn hình phụ lớn hơn , màn hình chính cũng được tăng kích thước , phần bản lề chắc chắn hơn cùng một cấu hình phần cứng vượt trội .","[5, 6, 6, 7, 8, 0, 5, 6, 6, 0, 7, 8, 8, 8, 0, 5, 6, 6, 7, 8, 8, 0, 0, 5, 6, 6, 6, 7, 8, 0]",6
63,"iPhone 13 Pro cũng cho thấy khả năng chụp đêm của mình là tốt hơn so với Google Pixel 6 Pro bởi những mảng tối được giữ nguyên , thể hiện cảnh vật trong bóng đêm tốt hơn","[1, 2, 2, 0, 0, 0, 5, 6, 6, 6, 0, 0, 0, 7, 8, 0, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 6, 6, 7, 8]",6
1838,Gigabyte GSmart Classic Lite và LG L Bello được đánh giá là ngang tài ngang sức .,"[1, 2, 2, 2, 0, 3, 4, 4, 0, 0, 0, 0, 7, 8, 8, 8, 0]",2
4000,Nếu so sánh với một số chipset khác như Dimensity 9000 hay Asus Zenfone Go ZB551KL thì có hơi thấp một chút .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 3, 4, 4, 4, 0, 0, 7, 8, 8, 8, 0]",7
3036,"Lenovo A5000 không còn là hoàn thiện 2 mặt kính mạnh mẽ nhất trong thế giới smartphone nữa , tuy nhiên vẫn vô cùng khoẻ để thực hiện tất cả các tác vụ mượt mà .","[1, 2, 7, 8, 8, 5, 6, 6, 6, 6, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
454,"Nên ở khía cạnh này , hai thiết bị đều ở mức ngang nhau .","[0, 0, 5, 6, 6, 0, 3, 4, 4, 7, 8, 8, 8, 8, 0]",2
402,Việc sở hữu màn hình sáng hơn khiến biến thể Ultra có lợi thế hơn một chút so với Galaxy Z Fold 4 .,"[0, 0, 0, 5, 6, 7, 8, 0, 1, 2, 2, 0, 7, 8, 8, 8, 8, 0, 0, 3, 4, 4, 4, 0]",6
1472,"Samsung SPH-i325 Ace cũng có điểm mạnh với công nghệ hình ảnh Dolby Vision , gam màu rộng và tông màu chân thực , đây là máy ảnh mà vivo X7 Plus không có .","[3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 1, 2, 2, 7, 8, 0]",1
677,"Mặt khác , bạn có thể nhận được dung lượng lưu trữ cao hơn với Redmi Note 11 Pro + , lên đến 256GB bộ nhớ trong UFS 2.2 . Do sự khác biệt nhỏ giữa các bộ phận phần cứng , nên hiệu năng của hai smartphone này không chênh lệch nhau nhiều và dư sức xử lý các tác vụ hàng ngày của người dùng .","[0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 7, 8, 0, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 3, 4, 4, 7, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
3356,"Ngoài ra , còn một yếu tố nữa chính là việc chiếc Motorola A732 là trò chơi 3d nhỏ nhất , đồng nghĩa với việc diện tích tản nhiệt cũng thấp hơn ; ít nhiều ảnh hưởng đến hiệu năng thuần của con chip .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 6, 6, 7, 8, 0, 0, 0, 0, 0, 5, 6, 6, 6, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
1616,"Cạnh bên phải chứa phần cứng bên trong cùng với phím tăng giảm âm lượng , chúng hơi dịch lên phía trên một chút so với vivo X21 .","[0, 0, 0, 0, 5, 6, 6, 6, 0, 0, 5, 6, 6, 6, 6, 0, 0, 7, 8, 8, 8, 8, 8, 8, 0, 0, 3, 4, 0]",1
1251,"Mặc dù vậy , hiệu suất không còn như xưa nữa .","[0, 0, 0, 0, 5, 6, 7, 8, 8, 8, 0, 0]",1
1983,""" ZTE Light Tab 2 V9A và iPhone 12 Pro Max hiện đang là hai sản phẩm đang hot nhất hiện nay nằm trong phân khúc smartphone cao cấp .","[0, 1, 2, 2, 2, 2, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
3425,"Ngoài ra , còn một yếu tố nữa chính là việc chiếc Apple iPad 4 Wi-Fi là con chip snapdragon 778g nhỏ nhất , đồng nghĩa với việc diện tích tản nhiệt cũng thấp hơn ; ít nhiều ảnh hưởng đến hiệu năng thuần của con chip .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 5, 6, 6, 6, 7, 8, 0, 0, 0, 0, 0, 5, 6, 6, 6, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
3843,AT&T Quickfire có ngoại hình cao rất nhiều so với Energizer Hardcase H500S .,"[1, 2, 0, 5, 6, 7, 8, 8, 0, 0, 3, 4, 4, 0]",7
1033,"Dòng Galaxy S22 series tự hào có một số cải tiến về hiển thị , nổi bật là nỗ lực tạo ra màn hình sáng nhất trên bất kỳ điện thoại thông minh nào.Trong trường hợp của Galaxy S22 Ultra , điều đó có nghĩa là màn hình hứa hẹn có độ sáng cao nhất là 1.750 nits .","[1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
174,"Tính linh hoạt cao nhất của nhiếp ảnh được tăng cường nhờ phương thức nhập liệu bổ sung nhờ S Pen tích hợp , trong khi màn hình LTPO OLED sáng hơn có tốc độ làm mới động linh hoạt hơn nhiều .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 7, 8, 0, 5, 6, 6, 6, 6, 7, 8, 8, 8, 0]",6
939,"Oppo Find N2 Flip sở hữu phần máy ảnh ấn tượng hơn , gồm cảm biến chính Sony IMX890 tốt hơn với độ phân giải 50MP nhưng thiếu công nghệ chống rung quang học ( OIS ) , trong khi camera chính Galaxy Z Flip 4 có tính năng này nhưng chỉ sở hữu độ phân giải 12MP .","[1, 2, 2, 2, 0, 0, 0, 5, 6, 7, 8, 8, 0, 0, 5, 6, 6, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
3102,Samsung X300 cũng có cảm biến máy ảnh chính lớn nhất trong Galaxy S20 Series vừa ra mắt .,"[1, 2, 0, 0, 5, 6, 6, 6, 6, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0]",5
2587,"Như bạn có thể thấy trong bài so sánh , iPhone 12 Pro và Galaxy Note 20 Ultra đồng hạng nhất , trong khi Sony Ericsson K618 đứng vị trí cuối cùng về khoản tốc độ khung hình .","[0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 1, 2, 2, 0, 3, 4, 4, 4, 7, 8, 8, 0, 0, 0, 1, 2, 2, 7, 8, 8, 8, 8, 0, 0, 5, 6, 6, 6, 0]",4
334,Điện thoại Samsung Galaxy A13 cũng thuộc phân khúc sản phẩm giá rẻ nhưng đã có thêm những cải tiến so với các dòng điện thoại trước đây làm hài lòng người sử dụng .,"[0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 0, 0, 3, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0]",6
873,"Tuy chênh lệch không nhiều , nhưng rõ ràng việc Galaxy S22 Ultra nổi bật hơn về thông số là điều khó có thể phủ nhận !","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 7, 8, 8, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0]",6
2853,Motorola C257 đang là một trong những smartphone đắt nhất của Samsung .,"[1, 2, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 0]",4
1486,Dường như điểm khác biệt lớn nhất về BLU G9 Pro chính là điểm số geekbench 5 .,"[0, 0, 7, 8, 8, 8, 8, 0, 1, 2, 2, 0, 0, 5, 6, 6, 6, 0]",1
4293,Kyocera Rise C5155 có kết nối internet nhỉnh hơn đôi chút cho với Unnecto Primo 2G và hơn hẳn so với 11 Pro Max ra mắt vào năm ngoái .,"[1, 2, 2, 0, 5, 6, 6, 7, 8, 8, 8, 0, 0, 3, 4, 4, 0, 7, 8, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0]",8
296,Đặc biệt máy còn hỗ trợ quay video 8k / 30fps là một điểm nổi bật hơn so với đối thủ .,"[0, 0, 1, 0, 5, 6, 6, 6, 6, 6, 6, 0, 0, 0, 7, 8, 8, 0, 0, 3, 4, 0]",6
4664,"Infinix Hot 6 có trọng lượng vuông vắn hơn với các cạnh hơi tròn , một lỗ đục nhỏ ở giữa chứa camera nên tỷ lệ màn hình trên thân máy lên đến gần 90% .","[1, 2, 2, 0, 5, 6, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
4602,sạc nhanh có dây 45w trên Motorola Moto M đã được giảm bớt khi so với Panasonic P85 Nxt .,"[5, 6, 6, 6, 6, 0, 1, 2, 2, 0, 0, 7, 8, 0, 0, 0, 3, 4, 4, 0]",8
3845,Nhưng ngay cả khi XOLO A500L cũng không thể so với Nokia 2730 classic .,"[0, 0, 0, 0, 1, 2, 0, 7, 8, 8, 8, 3, 4, 4, 0]",7
4218,Một Sharp GX34 độ chính xác màu yếu hơn nhưng lại có tốc độ làm mới tới 120Hz và độ sáng cao .,"[0, 1, 2, 5, 6, 6, 6, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
3760,"SoC trên Samsung Galaxy M31 Prime kém hơn so với Snapdragon 720G và 730 , vì vậy alcatel Flash Plus có viên pin kém hơn so với Huawei Ascend G500 .","[5, 0, 1, 2, 2, 2, 7, 8, 0, 0, 3, 4, 0, 3, 0, 0, 0, 1, 2, 2, 0, 5, 6, 7, 8, 0, 0, 3, 4, 4, 0]",7
378,Mức dung lượng lưu trữ 512GB giống như model cao cấp của S20 Ultra nhưng giá lại rẻ hơn rất nhiều .,"[5, 6, 6, 6, 6, 0, 7, 8, 3, 4, 4, 4, 4, 4, 0, 5, 0, 7, 8, 8, 8, 0]",2
3110,"Ngoài ra , còn một yếu tố nữa chính là việc chiếc verykool i117 là chipset mediatek dimensity 700 nhỏ nhất , đồng nghĩa với việc diện tích tản nhiệt cũng thấp hơn ; ít nhiều ảnh hưởng đến hiệu năng thuần của con chip .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 6, 6, 6, 7, 8, 0, 0, 0, 0, 0, 5, 6, 6, 6, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
2770,Celkon A518 đang là một trong những smartphone đắt nhất của Samsung .,"[1, 2, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 0]",4
3918,"Thế nhưng , nếu so về chất lượng tổng thể thì Micromax X281 lại tỏ ra thua thiệt khá nhiều khi máy chỉ hỗ trợ zoom quang 2x , trong khi đó Galaxy Note20 Ultra và LG Optimus L1 II E410 đều hỗ trợ zoom quang lên tới 5x .","[0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 0, 1, 2, 0, 0, 0, 7, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 3, 4, 4, 4, 4, 7, 8, 8, 5, 6, 6, 6, 6, 0]",7
4138,"Samsung C3630 đạt khoảng 440.000 con chip exynos 990 , chỉ kém Micromax X335 một tẹo .","[1, 2, 0, 0, 0, 5, 6, 6, 6, 0, 0, 7, 3, 4, 8, 8, 0]",7
2210,Nokia 8 V 5G UW là chiếc điện thoại dòng S cao cấp nhất của Samsung sẽ như thế nào khi so sánh với Galaxy Fold 3,"[1, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
2172,Hầu hết người dùng sẽ khá hài lòng với Lava Iris 349+ vì hiệu suất và khả năng nhiếp ảnh cao nhất .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 5, 6, 0, 5, 6, 6, 6, 7, 8, 0]",3
2599,"Như bạn có thể thấy trong bài so sánh , iPhone 12 Pro và Galaxy Note 20 Ultra đồng hạng nhất , trong khi ZTE Blade Qlux 4G đứng vị trí cuối cùng về khoản tổng thể kích thước .","[0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 1, 2, 2, 0, 3, 4, 4, 4, 7, 8, 8, 0, 0, 0, 1, 2, 2, 2, 7, 8, 8, 8, 8, 0, 0, 5, 6, 6, 6, 0]",4
2052,"Cuối cùng , dù iPhone 12 Pro không phải là mẫu điện thoại có camera xuất sắc nhất hiện tại , thế nhưng rõ ràng là về mặt hiệu suất và khung hình thì Oppo Reno4 SE chắc chắn là một trong những sản phẩm tốt số 1 trong thế giới smartphone hiện nay .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 5, 6, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0]",3
915,"Đầu tiên nó có một màn hình lớn hơn , góc nhìn tốt hơn với tấm nền IPS và độ phân giải 1080p đẹp hơn .","[0, 0, 1, 0, 0, 5, 6, 7, 8, 0, 5, 6, 7, 8, 0, 0, 0, 0, 0, 5, 6, 6, 0, 7, 8, 0]",6
4766,"Nhờ công suất sạc 19,3 : 9 rộng hơn 20 : 9 trên BlackBerry Z30 .","[0, 5, 6, 6, 0, 0, 0, 7, 8, 0, 0, 0, 0, 3, 4, 0]",8
4599,Về cơ bản thì Panasonic GD90 sẽ to hơn HTC Desire VC .,"[0, 0, 0, 0, 1, 2, 0, 7, 8, 3, 4, 4, 0]",8
2335,Đánh giá chất ảnh chụp ra trên các mạng xã hội Plum Boot 2 cho thấy đây là chiếc điện thoại Android mạnh nhất hiện nay .,"[0, 0, 5, 6, 6, 6, 6, 6, 6, 6, 6, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 0]",3
3820,"Cả ba smartphone này đều sở hữu viên pin có dung lượng khá tốt là 5,000 mAh . Nhưng Samsung Galaxy M32 5G sẽ cung cấp thời lượng pin lâu hơn vì Samsung Galaxy Chat B5330 đi kèm màn hình hỗ trợ ram và tốc độ làm mới thấp hơn .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 5, 6, 6, 7, 8, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 5, 0, 5, 6, 6, 6, 7, 8, 0]",7
956,iPhone 14 Pro ( sử dụng chipset A16 Bionic ) dường như đang là thiết bị đang có hiệu năng tốt nhất ở thời điểm hiện tại .,"[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 7, 8, 8, 8, 8, 8, 8, 0]",3
1887,Huawei nova 8 5G đều được trang bị chức năng một chiếc tai thỏ .,"[1, 2, 2, 2, 7, 8, 8, 8, 0, 0, 5, 6, 6, 6, 0]",2
4802,"Nhờ mức giá 19,3 : 9 rộng hơn 20 : 9 trên Samsung P500 .","[0, 5, 6, 0, 0, 0, 7, 8, 0, 0, 0, 0, 3, 4, 0]",8
3717,alt : cảm biến chính với BLU Vivo 5 có độ tương phản cao hơn,"[0, 0, 5, 6, 6, 2, 1, 2, 2, 0, 5, 6, 6, 7, 8]",6
4027,"Bird D612 nằm ở giữa với pin lớn hơn Realme 6 Pro , nhưng mật độ điểm ảnh IPS 60 Hz và camera kém hơn .","[1, 2, 0, 0, 0, 0, 5, 7, 8, 3, 4, 4, 0, 0, 5, 6, 6, 6, 0, 0, 0, 0, 5, 7, 8, 0]",7
1182,Trong khi BlackBerry Storm2 9550 thì ngược lại .,"[0, 0, 1, 2, 2, 0, 7, 8, 0]",1
4796,Về cơ bản thì Samsung A177 sẽ to hơn BlackBerry Torch 9860 .,"[0, 0, 0, 0, 1, 2, 0, 7, 8, 3, 4, 4, 0]",8
1423,des : mức fps trung bình ở hai dòng Xiaomi Redmi Note 7 Pro và Panasonic A210 có sự khác biệt,"[0, 0, 5, 6, 6, 6, 0, 0, 0, 1, 2, 2, 2, 2, 0, 3, 4, 7, 8, 8, 8]",1
4785,"Đối với trong điều kiện ánh sáng tốt , Pantech GB100 có xu hướng phím tăng giảm âm lượng tối hơn .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 5, 6, 6, 6, 6, 7, 8, 0]",8
