,content,comparative,subject,object,aspect,predicate,label,NER
3400,"Thực sự , bạn nên cho các lựa chọn xuống tới thấp nhất để nó mượt hơn .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3401,Lúc bung dù hay sấy liên thanh thì nó sẽ giật lag và bạn cũng chẳng biết đang bắn vào đâu .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3402,Đây đơn giản chỉ là bộ xử lý giá rẻ nên mình không đánh giá cao khả năng chơi game của điện thoại .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3403,alt : Đánh giá Samsung Galaxy A11,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3404,des : Đánh giá Samsung Galaxy A11,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3405,Chơi Liên Quân Mobile với Galaxy A11,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3406,Chuyển sang tựa game Liên Quân thì bạn vẫn chỉ có thể trải nghiệm ở mức cài đặt thấp nhất mà thôi .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3407,"Đặc biệt là combat sẽ bị giật lag nhiều hơn đấy , khi chơi những vị tướng cơ động sẽ mất đi tính cơ động vì sự giật lag như thế .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3408,Tóm lại nếu bạn dùng điện thoại giá rẻ này để leo rank thì chắc chắn bạn sẽ phải thất vọng rồi .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3409,Nếu muốn chơi game tốt thì có nhiều lựa chọn khác ở tầm trung và cao cấp phù hợp hơn .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3410,Chỉ cần chipset cỡ Snapdragon 720G trở lên là chiến game tốt rồi .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3411,Camera,0,[],[],[],[],[],[0]
3412,Samsung Galaxy A11 trang bị bộ 3 camera sau bao gồm :,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3413,"Và 1 camera selfie 8 MP , f / 2.0",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3414,"Chúng ta có thể thấy khá ít điện thoại giá rẻ lại trang bị 3 camera như Galaxy A11 , nó tạo ra khả năng chụp ảnh đa dạng hơn cho thiết bị .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3415,Đó cũng là một ưu điểm nổi bật của chiếc điện thoại Samsung này nhưng chất lượng hình ảnh thì như thế nào ?,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3416,Chất lượng hình ảnh,0,[],[],[],[],[],"[0, 0, 0, 0]"
3417,Đi kèm với một điện thoại giá rẻ thì bạn cần chấp nhận với một camera giá rẻ .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3418,Chính vì thế bạn không thể đòi hỏi quá cao đối với camera của Galaxy A11 được .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3419,Nhưng mình nhận thấy camera của A11 làm tốt công việc của nó ở mức giá 3 triệu .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3420,Mặc dù hình ảnh vẫn hơi mất nét ở các cạnh nhưng ảnh chụp đủ sáng của camera chính là hoàn toàn đủ tốt để sử dụng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3421,Màu sắc tái tạo hơi mờ nhạt nhưng đó là điều bình thường và mình nghĩ bạn phải chấp nhận thôi !,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3422,alt : Đánh giá Samsung Galaxy A11,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3423,des : Đánh giá Samsung Galaxy A11,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3424,Ảnh chụp đủ sáng từ camera chính,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3425,Khi sử dụng camera góc siêu rộng bạn sẽ nhận được những khung hình rộng hơn .,1,['camera góc siêu rộng'],[''],['khung hình'],['rộng hơn'],[6],"[[0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 5, 6, 7, 8, 0]]"
3426,Nhưng chất lượng không thể sánh bằng camera chính được .,1,[''],['camera chính'],['chất lượng'],['không thể sánh bằng'],[7],"[[0, 5, 6, 7, 8, 8, 8, 3, 4, 0, 0]]"
3427,Những hình ảnh bị mờ rất nhiều ở các cạnh và góc .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3428,Thực sự thì Snapdragon 450 không thể đáp ứng chỉnh sửa hiệu quả tối đa cho camera góc siêu rộng được .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3429,alt : Đánh giá Samsung Galaxy A11,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3430,des : Đánh giá Samsung Galaxy A11,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3431,Ảnh chụp đủ sáng từ camera góc siêu rộng,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
3432,Điều khá thú vị là bạn có thể chụp cận cảnh bằng camera chính hoặc ultrawide .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3433,"Nhưng các góc cạnh của hình ảnh vẫn mờ , tất nhiên chi tiết vẫn rất tốt ở khu vực giữa .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3434,alt : Đánh giá Samsung Galaxy A11,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3435,des : Đánh giá Samsung Galaxy A11,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3436,Ảnh chụp cận cảnh từ camera chính,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3437,Chụp chân dung từ camera chính và sự hỗ trợ bởi cảm biến chiều sâu cho kết quả khá tốt .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3438,Phát hiện chủ thể hợp lý và xóa phông khá tự nhiên .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3439,Nhưng nó không thể làm tốt việc tách biệt chủ thể như những camera cao cấp được .,1,['nó'],['những camera cao cấp'],['tách biệt chủ thể'],['không thể làm tốt việc tách biệt chủ thể như'],[7],"[[0, 1, 7, 8, 8, 8, 8, 5, 6, 6, 6, 8, 3, 4, 4, 4, 0, 0]]"
3440,"Đôi khi background phức tạp có thể dẫn tới xóa lem , xóa nhầm và đó là điều dễ hiểu mà thôi .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3441,alt : Đánh giá Samsung Galaxy A11,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3442,des : Đánh giá Samsung Galaxy A11,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3443,Ảnh chụp chân dung,0,[],[],[],[],[],"[0, 0, 0, 0]"
3444,Mình không có đánh giá thêm về khả năng chụp ảnh ban đêm ở điện thoại Galaxy A11 này .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3445,Thực tế mình có chụp qua những bức ảnh ban đêm nhưng hầu như nó không sử dụng được .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3446,"Hình mờ nhạt , độ nét thấp , tương phản thấp … Nói chung là không nên sử dụng camera này chụp ban đêm .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3447,Galaxy A11 làm việc khá tốt với camera selfie .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3448,Đặc biệt là khả năng chụp chân dung .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
3449,alt : Đánh giá Samsung Galaxy A11,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3450,des : Đánh giá Samsung Galaxy A11,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3451,Ảnh chụp selfie thường và selfie chân dung,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0]"
3452,Bạn có thể thấy những bức ảnh selfie rất tốt từ A11 .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3453,Cuối cùng thì vẫn là một ưu điểm cho một chiếc điện thoại tầm giá 3 triệu phải không nào .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3454,Khả năng tách chủ thể và background được làm mờ là đáng khen khi chụp chân dung ở đây .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3455,Quay video,0,[],[],[],[],[],"[0, 0]"
3456,"Nói chung chất lượng video cũng không cao lắm , nó không có chống rung nên việc vừa đi vừa quay đã là một cái gì đó quá khó khăn rồi .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3457,Nhưng nếu để cố định máy ảnh và bắt đầu quay thì nó vẫn cho chất lượng khá ổn .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3458,Mặc dù vậy màu sắc vẫn nhạt nhòa như những bức ảnh của nó thôi .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3459,Tuổi thọ pin,0,[],[],[],[],[],"[0, 0, 0]"
3460,Galaxy A11 trang bị viên pin Li-Po 4.000 mAh . Nó không quá lớn để so sánh với 5.000 mAh của những đối thủ cùng tầm giá khác .,1,['Galaxy A11'],['những đối thủ cùng tầm giá khác'],['viên pin'],['không quá lớn để so sánh với'],[7],"[[1, 2, 0, 0, 5, 6, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 8, 0, 0, 0, 3, 4, 4, 4, 4, 4, 4, 0]]"
3461,Nhưng nó thừa khả năng cung cấp năng lượng cho bạn hoạt động hàng ngày .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3462,alt : Đánh giá Samsung Galaxy A11,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3463,des : Đánh giá Samsung Galaxy A11,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3464,Và một thiết bị giá rẻ có cung cấp đầu sạc USB type C là một sự thay đổi đáng hoan nghênh từ Samsung .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3465,"Hơn nữa nó còn cung cấp sạc nhanh 15W , đó là điều hiếm thấy ở mức giá này .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3466,"Sử dụng bộ sạc nhanh này bạn sẽ sạc đầy pin từ 0% chỉ với 1 giờ 45 phút mà thôi , trong 1 giờ đầu bạn đã có 70% pin rồi .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3467,So sánh với đối thủ,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
3468,Xiaomi Redmi 9,0,[],[],[],[],[],"[0, 0, 0]"
3469,Xiaomi Redmi 9 là một lựa chọn tốt hơn nhưng bạn sẽ cần chi thêm mấy trăm ngàn .,1,['Xiaomi Redmi 9'],[''],[''],['tốt hơn'],[6],"[[1, 2, 2, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
3470,"Đầu tiên nó có một màn hình lớn hơn , góc nhìn tốt hơn với tấm nền IPS và độ phân giải 1080p đẹp hơn .",1,"['nó', 'nó', 'nó']","['', '', '']","['màn hình', 'góc nhìn', 'độ phân giải']","['lớn hơn', 'tốt hơn', 'đẹp hơn']","[6, 6, 6]","[[0, 0, 1, 0, 0, 5, 6, 7, 8, 0, 5, 6, 7, 8, 0, 0, 0, 0, 0, 5, 6, 6, 0, 7, 8, 0], [0, 0, 1, 0, 0, 5, 6, 7, 8, 0, 5, 6, 7, 8, 0, 0, 0, 0, 0, 5, 6, 6, 0, 7, 8, 0], [0, 0, 1, 0, 0, 5, 6, 7, 8, 0, 5, 6, 7, 8, 0, 0, 0, 0, 0, 5, 6, 6, 0, 7, 8, 0]]"
3471,Bộ xử lý cũng tương đương nhau nhưng camera sau có thêm camera macro chuyên nghiệp hơn .,1,"['', '']","['', '']","['Bộ xử lý', 'camera sau']","['tương đương nhau', 'chuyên nghiệp hơn']","[2, 6]","[[5, 6, 6, 0, 7, 8, 8, 0, 5, 6, 0, 0, 0, 0, 7, 8, 8, 0], [5, 6, 6, 0, 7, 8, 8, 0, 5, 6, 0, 0, 0, 0, 7, 8, 8, 0]]"
3472,Đặc biệt nó có viên pin 5020 mAh và sạc nhanh 18W mạnh mẽ hơn .,1,['nó'],[''],['sạc nhanh'],['mạnh mẽ hơn'],[6],"[[0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 6, 0, 7, 8, 8, 0]]"
3473,Oppo A12,0,[],[],[],[],[],"[0, 0]"
3474,"Là một lựa chọn khác từ Oppo , nó có mức giá tương đương với Galaxy A11 nhưng có vẻ hơi đuối hơn một chút .",1,"['nó', 'nó']","['Galaxy A11', 'Galaxy A11']","['mức giá', '']","['tương đương', 'hơi đuối hơn một chút']","[2, 7]","[[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 6, 7, 8, 0, 3, 4, 0, 0, 0, 7, 8, 8, 8, 8, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 6, 7, 8, 0, 3, 4, 0, 0, 0, 7, 8, 8, 8, 8, 0]]"
3475,"Oppo A12 có một màn hình nhỏ hơn một chút , với cùng độ phân giải nhưng có góc nhìn tốt hơn với công nghệ IPS .",1,"['Oppo A12', 'Oppo A12', 'Oppo A12']","['', '', '']","['màn hình', 'độ phân giải', 'góc nhìn']","['nhỏ hơn một chút', 'cùng', 'tốt hơn']","[7, 2, 6]","[[1, 2, 0, 0, 5, 6, 7, 8, 8, 8, 0, 0, 7, 5, 6, 6, 0, 0, 5, 6, 7, 8, 0, 0, 0, 0, 0], [1, 2, 0, 0, 5, 6, 7, 8, 8, 8, 0, 0, 7, 5, 6, 6, 0, 0, 5, 6, 7, 8, 0, 0, 0, 0, 0], [1, 2, 0, 0, 5, 6, 7, 8, 8, 8, 0, 0, 7, 5, 6, 6, 0, 0, 5, 6, 7, 8, 0, 0, 0, 0, 0]]"
3476,Bộ xử lý Helio P35 mạnh hơn và tiết kiệm pin hơn một chút .,1,"['', '']","['', '']","['Bộ xử lý', 'tiết kiệm pin']","['mạnh hơn', 'hơn một chút']","[6, 6]","[[5, 6, 6, 0, 0, 7, 8, 0, 5, 6, 6, 7, 8, 8, 0], [5, 6, 6, 0, 0, 7, 8, 0, 5, 6, 6, 7, 8, 8, 0]]"
3477,Nhưng ngược lại nó chỉ trang bị camera kép phía sau mà thôi .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3478,Pin 4230 mAh tương đương nhau nhưng lại không có sạc nhanh .,1,[''],[''],['Pin'],['tương đương'],[2],"[[5, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0]]"
3479,Realme C11,0,[],[],[],[],[],"[0, 0]"
3480,C11 là một chiếc điện thoại rẻ hơn khá nhiều so với Galaxy A11 nhưng vẫn có điểm mạnh của nó .,1,['C11'],['Galaxy A11'],[''],['rẻ hơn khá nhiều'],[6],"[[1, 0, 0, 0, 0, 0, 7, 8, 8, 8, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0]]"
3481,Một màn hình tương đương nhau nhưng có góc nhìn tốt hơn với IPS .,1,"['', '']","['', '']","['màn hình', 'góc nhìn']","['tương đương', 'tốt hơn']","[2, 6]","[[0, 5, 6, 7, 8, 0, 0, 0, 5, 6, 7, 8, 0, 0, 0], [0, 5, 6, 7, 8, 0, 0, 0, 5, 6, 7, 8, 0, 0, 0]]"
3482,Bộ xử lý như nhau nhưng chỉ trang bị camera kép phía sau mà thôi .,1,[''],[''],['Bộ xử lý'],['như nhau'],[2],"[[5, 6, 6, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
3483,"Điểm mạnh nhất của C11 chính là viên pin 5000 mAh của nó , tuy nhiên chỉ có sạc tiêu chuẩn 10W mà thôi .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3484,Giá và địa chỉ bán,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
3485,Kết luận,0,[],[],[],[],[],"[0, 0]"
3486,"Khi mua một điện thoại giá rẻ thì chúng ta không nhắm đến hiệu năng của nó , nhưng cần có ngoại hình đẹp và màn hình lớn .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3487,Và chiếc Samsung Galaxy A11 này đáp ứng được những điều kiện này .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3488,Bởi vậy nó trở thành những lựa chọn tuyệt vời cho mức giá tầm 3 triệu đồng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3489,title : So sánh Oppo Find N2 Flip và Samsung Galaxy Z Flip 4 : Nên mua máy nào ?,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3490,"Bên cạnh việc là smartphone nắp gập đầu tiên của thương hiệu , đây cũng sẽ là điện thoại màn hình gập đầu tiên của Oppo tung ra thị trường toàn cầu .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3491,"Khi đó , thiết bị này sẽ gặp phải một đối thủ quan trọng và duy nhất là Galaxy Z Flip 4 .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3492,Hãy cùng so sánh Oppo Find N2 Flip và Samsung Galaxy Z Flip 4 : Nên mua máy nào ?,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3493,1 .,0,[],[],[],[],[],"[0, 0]"
3494,Tổng quan về điện thoại Oppo Find N2 Flip,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
3495,Thiết kế màn hình gập của Find N2 Flip với tỷ lệ khung hình rộng và viền mỏng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3496,Điểm thú vị nhất trên điện thoại Oppo mới này là màn hình phụ .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3497,"Nhờ kích thước lớn , màn hình này có thể tận dụng để hiển thị một bảng dự báo thời tiết lớn , danh sách thông báo hay trình phát nhạc .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3498,Phần mặt lưng được hoàn thiện từ chất liệu kim loại nhám cao cấp mang đến vẻ ngoài bền bỉ và hạn chế được tình trạng bám mồ hôi hoặc vân tay khi sử dụng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3499,"Oppo Find N2 Flip có màn hình gập được , khi mở ra thì chúng ta có một chiếc smartphone như bình thường .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3500,alt : Tỷ lệ khung hình rộng và viền mỏng,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3501,des : Tỷ lệ khung hình rộng và viền mỏng,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3502,2 .,0,[],[],[],[],[],"[0, 0]"
3503,Tổng quan về điện thoại Samsung Galaxy Z Flip 4,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3504,"Galaxy Z Flip 4 được thiết kế vuông vắn hơn nhờ tạo hình vát phẳng ở hai mặt và các cạnh , phần mặt lưng của điện thoại Samsung này được phủ một lớp nhám nhẹ giúp cầm nắm chắc tay hơn , hạn chế được tình trạng bám dấu vân tay trong quá trình sử dụng .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3505,Bộ khung và bản lề của sản phẩm được hoàn thiện từ vật liệu Armor Aluminum cứng cáp .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3506,"Liên kết giữa các chi tiết được làm khít lại để giúp máy có thể kháng nước tốt hơn với chuẩn IPX8 , giao diện chụp ảnh chia đôi màn hình đã hỗ trợ trên ứng dụng camera bên thứ 3 .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3507,alt : Thiết kế vuông vắn hơn nhờ tạo hình vát phẳng ở hai mặt và các cạnh,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3508,des : Thiết kế vuông vắn hơn nhờ tạo hình vát phẳng ở hai mặt và các cạnh,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3509,3 .,0,[],[],[],[],[],"[0, 0]"
3510,So sánh điện thoại Oppo Find N2 Flip với Samsung Z Flip 4,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3511,Thiết kế,0,[],[],[],[],[],"[0, 0]"
3512,Galaxy Z Flip 4 và Find N2 Flip có ngôn ngữ thiết kế khá giống nhau .,1,['Galaxy Z Flip 4'],['Find N2 Flip'],['ngôn ngữ thiết kế'],['khá giống nhau'],[2],"[[1, 2, 2, 2, 0, 3, 4, 4, 0, 5, 6, 6, 6, 7, 8, 8, 0]]"
3513,Cả hai điện thoại này đều sở hữu màn hình gập dọc dạng vỏ sò với bản lề nằm chính giữa .,1,['Cả hai điện thoại'],['Cả hai điện thoại'],['màn hình gập dọc dạng vỏ sò với bản lề nằm chính giữa'],['đều sở hữu'],[2],"[[1, 2, 2, 2, 0, 7, 8, 8, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0]]"
3514,"Bộ đôi này còn được hoàn thiện từ chất liệu cao cấp , bao gồm mặt lưng kính và khung nhôm .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
